,name,year,month,day,hour,lat,long,status,category,wind,pressure,ts_diameter,hu_diameter,datetimes,elapsed_days,corrected_name
62,Caroline,1975,9,1,12,25.3,-99.0,tropical depression,-1,20,1002,,,1975-09-01,32,Caroline1975
63,Doris,1975,8,29,12,34.9,-48.9,tropical storm,0,45,1005,,,1975-08-29,0,Doris1975
64,Doris,1975,8,29,18,35.2,-49.1,tropical storm,0,50,1000,,,1975-08-29,1,Doris1975
65,Doris,1975,8,30,0,35.3,-48.9,tropical storm,0,55,997,,,1975-08-30,2,Doris1975
66,Doris,1975,8,30,6,35.3,-48.5,tropical storm,0,55,997,,,1975-08-30,3,Doris1975
67,Doris,1975,8,30,12,35.3,-48.0,tropical storm,0,55,997,,,1975-08-30,4,Doris1975
68,Doris,1975,8,30,18,35.0,-47.1,tropical storm,0,55,997,,,1975-08-30,5,Doris1975
69,Doris,1975,8,31,0,34.9,-46.3,hurricane,1,65,990,,,1975-08-31,6,Doris1975
70,Doris,1975,8,31,6,34.8,-45.7,hurricane,1,65,990,,,1975-08-31,7,Doris1975
71,Doris,1975,8,31,12,34.7,-45.2,hurricane,1,70,990,,,1975-08-31,8,Doris1975
72,Doris,1975,8,31,18,34.6,-44.9,hurricane,1,70,990,,,1975-08-31,9,Doris1975
73,Doris,1975,9,1,0,34.5,-44.6,hurricane,1,75,984,,,1975-09-01,10,Doris1975
74,Doris,1975,9,1,6,34.6,-44.2,hurricane,1,75,984,,,1975-09-01,11,Doris1975
75,Doris,1975,9,1,12,34.9,-44.0,hurricane,1,75,984,,,1975-09-01,12,Doris1975
76,Doris,1975,9,1,18,35.4,-44.0,hurricane,1,75,984,,,1975-09-01,13,Doris1975
77,Doris,1975,9,2,0,35.8,-44.4,hurricane,2,90,970,,,1975-09-02,14,Doris1975
78,Doris,1975,9,2,6,36.4,-44.5,hurricane,2,95,965,,,1975-09-02,15,Doris1975
79,Doris,1975,9,2,12,37.0,-44.3,hurricane,2,95,965,,,1975-09-02,16,Doris1975
80,Doris,1975,9,2,18,37.7,-44.2,hurricane,2,95,965,,,1975-09-02,17,Doris1975
81,Doris,1975,9,3,0,38.4,-43.8,hurricane,2,95,965,,,1975-09-03,18,Doris1975
82,Doris,1975,9,3,6,39.7,-43.6,hurricane,2,95,965,,,1975-09-03,19,Doris1975
83,Doris,1975,9,3,12,41.1,-43.0,hurricane,2,95,965,,,1975-09-03,20,Doris1975
84,Doris,1975,9,3,18,42.0,-42.5,hurricane,2,90,970,,,1975-09-03,21,Doris1975
85,Doris,1975,9,4,0,42.8,-42.0,tropical storm,0,60,995,,,1975-09-04,22,Doris1975
86,Belle,1976,8,6,6,26.0,-72.8,tropical depression,-1,25,1012,,,1976-08-06,0,Belle1976
87,Belle,1976,8,6,12,26.3,-73.0,tropical depression,-1,25,1012,,,1976-08-06,1,Belle1976
88,Belle,1976,8,6,18,26.0,-73.4,tropical depression,-1,30,1009,,,1976-08-06,2,Belle1976
89,Belle,1976,8,7,0,25.6,-73.2,tropical storm,0,40,1005,,,1976-08-07,3,Belle1976
90,Belle,1976,8,7,6,26.0,-73.2,tropical storm,0,45,1000,,,1976-08-07,4,Belle1976
91,Belle,1976,8,7,12,26.2,-73.7,tropical storm,0,55,993,,,1976-08-07,5,Belle1976
92,Belle,1976,8,7,18,26.6,-74.2,hurricane,1,70,985,,,1976-08-07,6,Belle1976
93,Belle,1976,8,8,0,26.9,-74.6,hurricane,1,80,972,,,1976-08-08,7,Belle1976
94,Belle,1976,8,8,6,27.4,-75.1,hurricane,2,90,962,,,1976-08-08,8,Belle1976
95,Belle,1976,8,8,12,28.1,-75.1,hurricane,2,95,959,,,1976-08-08,9,Belle1976
96,Belle,1976,8,8,18,29.5,-75.3,hurricane,3,100,958,,,1976-08-08,10,Belle1976
97,Belle,1976,8,9,0,30.9,-75.3,hurricane,3,105,957,,,1976-08-09,11,Belle1976
98,Belle,1976,8,9,6,32.5,-75.2,hurricane,3,105,959,,,1976-08-09,12,Belle1976
99,Belle,1976,8,9,12,34.4,-74.7,hurricane,2,95,963,,,1976-08-09,13,Belle1976
100,Belle,1976,8,9,18,36.6,-74.2,hurricane,2,90,970,,,1976-08-09,14,Belle1976
101,Belle,1976,8,10,0,38.8,-73.8,hurricane,1,80,977,,,1976-08-10,15,Belle1976
102,Belle,1976,8,10,6,41.0,-73.2,tropical storm,0,60,983,,,1976-08-10,16,Belle1976
103,Belle,1976,8,10,12,42.6,-72.4,tropical storm,0,35,992,,,1976-08-10,17,Belle1976
104,Gloria,1976,9,26,12,23.0,-58.0,tropical depression,-1,20,1009,,,1976-09-26,0,Gloria1976
105,Gloria,1976,9,26,18,23.7,-58.1,tropical depression,-1,20,1007,,,1976-09-26,1,Gloria1976
106,Gloria,1976,9,27,0,24.3,-58.2,tropical depression,-1,25,1005,,,1976-09-27,2,Gloria1976
107,Gloria,1976,9,27,6,24.9,-58.1,tropical depression,-1,30,1001,,,1976-09-27,3,Gloria1976
108,Gloria,1976,9,27,12,25.7,-58.0,tropical storm,0,35,997,,,1976-09-27,4,Gloria1976
109,Gloria,1976,9,27,18,26.3,-58.0,tropical storm,0,45,994,,,1976-09-27,5,Gloria1976
110,Gloria,1976,9,28,0,27.0,-58.0,tropical storm,0,55,993,,,1976-09-28,6,Gloria1976
111,Gloria,1976,9,28,6,27.5,-58.2,tropical storm,0,60,992,,,1976-09-28,7,Gloria1976
112,Gloria,1976,9,28,12,27.8,-58.6,tropical storm,0,60,992,,,1976-09-28,8,Gloria1976
113,Gloria,1976,9,28,18,28.2,-59.0,tropical storm,0,60,991,,,1976-09-28,9,Gloria1976
114,Gloria,1976,9,29,0,28.6,-59.5,tropical storm,0,60,988,,,1976-09-29,10,Gloria1976
115,Gloria,1976,9,29,6,29.1,-59.8,hurricane,1,65,984,,,1976-09-29,11,Gloria1976
116,Gloria,1976,9,29,12,29.7,-60.2,hurricane,1,65,979,,,1976-09-29,12,Gloria1976
117,Gloria,1976,9,29,18,30.2,-60.3,hurricane,1,70,973,,,1976-09-29,13,Gloria1976
118,Gloria,1976,9,30,0,31.1,-60.2,hurricane,1,80,970,,,1976-09-30,14,Gloria1976
119,Gloria,1976,9,30,6,32.2,-59.8,hurricane,2,85,971,,,1976-09-30,15,Gloria1976
120,Gloria,1976,9,30,12,33.1,-58.8,hurricane,2,90,977,,,1976-09-30,16,Gloria1976
121,Gloria,1976,9,30,18,34.0,-57.5,hurricane,2,90,981,,,1976-09-30,17,Gloria1976
122,Gloria,1976,10,1,0,34.7,-56.1,hurricane,2,90,985,,,1976-10-01,18,Gloria1976
123,Gloria,1976,10,1,6,35.3,-54.8,hurricane,2,85,988,,,1976-10-01,19,Gloria1976
124,Gloria,1976,10,1,12,35.7,-53.7,hurricane,1,80,990,,,1976-10-01,20,Gloria1976
125,Gloria,1976,10,1,18,36.1,-52.6,hurricane,1,75,992,,,1976-10-01,21,Gloria1976
126,Gloria,1976,10,2,0,36.4,-51.7,hurricane,1,70,993,,,1976-10-02,22,Gloria1976
127,Gloria,1976,10,2,6,36.6,-50.8,tropical storm,0,60,994,,,1976-10-02,23,Gloria1976
128,Gloria,1976,10,2,12,36.8,-49.9,tropical storm,0,60,995,,,1976-10-02,24,Gloria1976
129,Gloria,1976,10,2,18,36.9,-49.0,tropical storm,0,55,996,,,1976-10-02,25,Gloria1976
130,Gloria,1976,10,3,0,36.8,-48.3,tropical storm,0,50,997,,,1976-10-03,26,Gloria1976
131,Gloria,1976,10,3,6,36.4,-47.6,tropical storm,0,45,998,,,1976-10-03,27,Gloria1976
132,Gloria,1976,10,3,12,36.2,-46.9,tropical storm,0,40,999,,,1976-10-03,28,Gloria1976
133,Gloria,1976,10,3,18,35.8,-45.8,tropical storm,0,40,1001,,,1976-10-03,29,Gloria1976
134,Gloria,1976,10,4,0,35.7,-44.6,tropical storm,0,35,1002,,,1976-10-04,30,Gloria1976
135,Gloria,1976,10,4,6,36.0,-43.0,tropical depression,-1,30,1003,,,1976-10-04,31,Gloria1976
136,Gloria,1976,10,4,12,36.5,-41.4,tropical depression,-1,30,1005,,,1976-10-04,32,Gloria1976
137,Gloria,1976,10,4,18,37.4,-38.7,tropical depression,-1,30,1006,,,1976-10-04,33,Gloria1976
138,Anita,1977,8,29,12,26.9,-88.4,tropical depression,-1,20,1012,,,1977-08-29,0,Anita1977
139,Anita,1977,8,29,18,27.0,-88.9,tropical depression,-1,25,1010,,,1977-08-29,1,Anita1977
140,Anita,1977,8,30,0,26.9,-89.4,tropical depression,-1,30,1009,,,1977-08-30,2,Anita1977
141,Anita,1977,8,30,6,26.8,-89.8,tropical storm,0,40,1006,,,1977-08-30,3,Anita1977
142,Anita,1977,8,30,12,26.7,-90.3,tropical storm,0,50,1003,,,1977-08-30,4,Anita1977
143,Anita,1977,8,30,18,26.5,-90.6,hurricane,1,65,997,,,1977-08-30,5,Anita1977
144,Anita,1977,8,31,0,26.4,-91.0,hurricane,1,70,991,,,1977-08-31,6,Anita1977
145,Anita,1977,8,31,6,26.3,-91.4,hurricane,1,75,988,,,1977-08-31,7,Anita1977
146,Anita,1977,8,31,12,26.2,-91.8,hurricane,1,75,986,,,1977-08-31,8,Anita1977
147,Anita,1977,8,31,18,26.1,-92.3,hurricane,1,80,985,,,1977-08-31,9,Anita1977
148,Anita,1977,9,1,0,25.9,-92.8,hurricane,1,80,979,,,1977-09-01,10,Anita1977
149,Anita,1977,9,1,6,25.8,-93.7,hurricane,2,85,972,,,1977-09-01,11,Anita1977
150,Anita,1977,9,1,12,25.5,-94.7,hurricane,2,90,963,,,1977-09-01,12,Anita1977
151,Anita,1977,9,1,18,25.2,-95.5,hurricane,3,110,945,,,1977-09-01,13,Anita1977
152,Anita,1977,9,2,0,24.6,-96.2,hurricane,5,140,931,,,1977-09-02,14,Anita1977
153,Anita,1977,9,2,6,24.2,-97.1,hurricane,5,150,926,,,1977-09-02,15,Anita1977
154,Anita,1977,9,2,12,23.7,-98.0,hurricane,4,120,940,,,1977-09-02,16,Anita1977
155,Anita,1977,9,2,18,23.1,-99.2,hurricane,1,70,978,,,1977-09-02,17,Anita1977
156,Anita,1977,9,3,0,22.5,-101.0,tropical storm,0,40,998,,,1977-09-03,18,Anita1977
157,Anita,1977,9,3,6,22.0,-103.0,tropical depression,-1,25,1011,,,1977-09-03,19,Anita1977
158,Clara,1977,9,5,12,32.8,-80.0,tropical depression,-1,20,1015,,,1977-09-05,0,Clara1977
159,Clara,1977,9,5,18,33.2,-79.0,tropical depression,-1,20,1014,,,1977-09-05,1,Clara1977
160,Clara,1977,9,6,0,33.6,-78.2,tropical depression,-1,20,1013,,,1977-09-06,2,Clara1977
161,Clara,1977,9,6,6,33.8,-77.6,tropical depression,-1,25,1012,,,1977-09-06,3,Clara1977
162,Clara,1977,9,6,12,34.0,-77.0,tropical depression,-1,25,1011,,,1977-09-06,4,Clara1977
163,Clara,1977,9,6,18,34.2,-76.4,tropical depression,-1,25,1010,,,1977-09-06,5,Clara1977
164,Clara,1977,9,7,0,34.4,-75.8,tropical depression,-1,30,1010,,,1977-09-07,6,Clara1977
165,Clara,1977,9,7,6,34.6,-75.0,tropical depression,-1,30,1010,,,1977-09-07,7,Clara1977
166,Clara,1977,9,7,12,34.7,-74.3,tropical depression,-1,30,1010,,,1977-09-07,8,Clara1977
167,Clara,1977,9,7,18,34.9,-73.0,tropical depression,-1,30,1010,,,1977-09-07,9,Clara1977
168,Clara,1977,9,8,0,35.1,-71.7,tropical storm,0,35,1006,,,1977-09-08,10,Clara1977
169,Clara,1977,9,8,6,35.3,-69.7,tropical storm,0,45,1001,,,1977-09-08,11,Clara1977
170,Clara,1977,9,8,12,35.5,-67.7,hurricane,1,65,993,,,1977-09-08,12,Clara1977
171,Clara,1977,9,8,18,35.6,-66.2,hurricane,1,65,994,,,1977-09-08,13,Clara1977
172,Clara,1977,9,9,0,35.5,-64.6,hurricane,1,65,998,,,1977-09-09,14,Clara1977
173,Clara,1977,9,9,6,34.8,-63.5,tropical storm,0,60,1000,,,1977-09-09,15,Clara1977
174,Clara,1977,9,9,12,34.0,-62.8,tropical storm,0,55,999,,,1977-09-09,16,Clara1977
175,Clara,1977,9,9,18,33.4,-62.8,tropical storm,0,50,1001,,,1977-09-09,17,Clara1977
176,Clara,1977,9,10,0,32.8,-63.2,tropical storm,0,45,1000,,,1977-09-10,18,Clara1977
177,Clara,1977,9,10,6,32.8,-63.6,tropical storm,0,40,1000,,,1977-09-10,19,Clara1977
178,Clara,1977,9,10,12,33.0,-63.8,tropical storm,0,45,1001,,,1977-09-10,20,Clara1977
179,Clara,1977,9,10,18,33.5,-63.7,tropical storm,0,45,1001,,,1977-09-10,21,Clara1977
180,Clara,1977,9,11,0,34.2,-63.2,tropical storm,0,45,1002,,,1977-09-11,22,Clara1977
181,Clara,1977,9,11,6,34.8,-62.5,tropical storm,0,45,1002,,,1977-09-11,23,Clara1977
182,Evelyn,1977,10,13,18,26.9,-62.9,tropical depression,-1,30,1010,,,1977-10-13,0,Evelyn1977
183,Evelyn,1977,10,14,0,29.0,-64.0,tropical depression,-1,30,1008,,,1977-10-14,1,Evelyn1977
184,Evelyn,1977,10,14,6,30.9,-64.9,tropical storm,0,35,1005,,,1977-10-14,2,Evelyn1977
185,Evelyn,1977,10,14,12,33.0,-64.9,tropical storm,0,40,1002,,,1977-10-14,3,Evelyn1977
186,Evelyn,1977,10,14,18,35.9,-64.4,tropical storm,0,50,999,,,1977-10-14,4,Evelyn1977
187,Evelyn,1977,10,15,0,39.2,-63.3,hurricane,1,65,994,,,1977-10-15,5,Evelyn1977
188,Evelyn,1977,10,15,6,42.4,-61.5,hurricane,1,70,996,,,1977-10-15,6,Evelyn1977
189,Evelyn,1977,10,15,12,45.5,-60.1,hurricane,1,70,998,,,1977-10-15,7,Evelyn1977
190,Evelyn,1977,10,15,18,47.4,-59.2,hurricane,1,70,999,,,1977-10-15,8,Evelyn1977
191,Amelia,1978,7,30,18,25.7,-97.0,tropical depression,-1,30,1006,,,1978-07-30,0,Amelia1978
192,Amelia,1978,7,31,0,26.4,-97.4,tropical storm,0,45,1005,,,1978-07-31,1,Amelia1978
193,Amelia,1978,7,31,6,27.2,-97.8,tropical storm,0,40,1007,,,1978-07-31,2,Amelia1978
194,Amelia,1978,7,31,12,28.0,-98.2,tropical storm,0,35,1008,,,1978-07-31,3,Amelia1978
195,Amelia,1978,7,31,18,28.6,-98.7,tropical depression,-1,30,1010,,,1978-07-31,4,Amelia1978
196,Amelia,1978,8,1,0,29.3,-99.2,tropical depression,-1,25,1010,,,1978-08-01,5,Amelia1978
197,Bess,1978,8,5,12,25.3,-90.4,tropical depression,-1,20,1012,,,1978-08-05,0,Bess1978
198,Bess,1978,8,5,18,25.1,-91.0,tropical depression,-1,20,1012,,,1978-08-05,1,Bess1978
199,Bess,1978,8,6,0,24.8,-91.8,tropical depression,-1,25,1011,,,1978-08-06,2,Bess1978
200,Bess,1978,8,6,6,24.5,-92.5,tropical depression,-1,30,1010,,,1978-08-06,3,Bess1978
201,Bess,1978,8,6,12,24.2,-93.3,tropical depression,-1,30,1009,,,1978-08-06,4,Bess1978
202,Bess,1978,8,6,18,23.9,-94.0,tropical storm,0,35,1008,,,1978-08-06,5,Bess1978
203,Bess,1978,8,7,0,23.3,-95.0,tropical storm,0,40,1007,,,1978-08-07,6,Bess1978
204,Bess,1978,8,7,6,22.8,-95.7,tropical storm,0,40,1006,,,1978-08-07,7,Bess1978
205,Bess,1978,8,7,12,22.2,-96.2,tropical storm,0,40,1005,,,1978-08-07,8,Bess1978
206,Bess,1978,8,7,18,21.6,-96.6,tropical storm,0,45,1006,,,1978-08-07,9,Bess1978
207,Bess,1978,8,8,0,21.1,-96.8,tropical storm,0,45,1007,,,1978-08-08,10,Bess1978
208,Bess,1978,8,8,6,20.4,-96.9,tropical storm,0,40,1008,,,1978-08-08,11,Bess1978
209,Bess,1978,8,8,12,20.0,-97.0,tropical depression,-1,25,1010,,,1978-08-08,12,Bess1978
210,Cora,1978,8,7,12,13.0,-35.0,tropical depression,-1,25,1010,,,1978-08-07,0,Cora1978
211,Cora,1978,8,7,18,13.4,-36.2,tropical depression,-1,25,1010,,,1978-08-07,1,Cora1978
212,Cora,1978,8,8,0,13.8,-37.8,tropical depression,-1,25,1009,,,1978-08-08,2,Cora1978
213,Cora,1978,8,8,6,13.9,-39.6,tropical depression,-1,30,1008,,,1978-08-08,3,Cora1978
214,Cora,1978,8,8,12,14.0,-41.5,tropical storm,0,50,1003,,,1978-08-08,4,Cora1978
215,Cora,1978,8,8,18,14.0,-43.2,hurricane,1,65,990,,,1978-08-08,5,Cora1978
216,Cora,1978,8,9,0,14.0,-44.9,hurricane,1,80,980,,,1978-08-09,6,Cora1978
217,Cora,1978,8,9,6,13.9,-46.8,hurricane,1,80,980,,,1978-08-09,7,Cora1978
218,Cora,1978,8,9,12,13.6,-48.6,hurricane,1,70,988,,,1978-08-09,8,Cora1978
219,Cora,1978,8,9,18,13.2,-50.6,hurricane,1,65,998,,,1978-08-09,9,Cora1978
220,Cora,1978,8,10,0,12.8,-52.8,tropical storm,0,60,1006,,,1978-08-10,10,Cora1978
221,Cora,1978,8,10,6,12.4,-54.8,tropical storm,0,55,1007,,,1978-08-10,11,Cora1978
222,Cora,1978,8,10,12,12.2,-56.8,tropical storm,0,55,1007,,,1978-08-10,12,Cora1978
223,Cora,1978,8,10,18,12.1,-58.8,tropical storm,0,50,1008,,,1978-08-10,13,Cora1978
224,Cora,1978,8,11,0,12.0,-60.9,tropical storm,0,45,1008,,,1978-08-11,14,Cora1978
225,Cora,1978,8,11,6,12.0,-62.8,tropical storm,0,35,1008,,,1978-08-11,15,Cora1978
226,Cora,1978,8,11,12,12.1,-64.8,tropical depression,-1,30,1008,,,1978-08-11,16,Cora1978
227,Cora,1978,8,11,18,12.1,-66.8,tropical depression,-1,30,1009,,,1978-08-11,17,Cora1978
228,Cora,1978,8,12,0,12.2,-68.8,tropical depression,-1,30,1010,,,1978-08-12,18,Cora1978
229,Juliet,1978,10,7,18,18.0,-55.6,tropical depression,-1,25,1011,,,1978-10-07,0,Juliet1978
230,Juliet,1978,10,8,0,18.3,-56.6,tropical depression,-1,30,1010,,,1978-10-08,1,Juliet1978
231,Juliet,1978,10,8,6,18.6,-57.7,tropical depression,-1,30,1009,,,1978-10-08,2,Juliet1978
232,Juliet,1978,10,8,12,18.8,-58.7,tropical storm,0,35,1008,,,1978-10-08,3,Juliet1978
233,Juliet,1978,10,8,18,19.0,-59.8,tropical storm,0,40,1007,,,1978-10-08,4,Juliet1978
234,Juliet,1978,10,9,0,19.3,-60.9,tropical storm,0,45,1006,,,1978-10-09,5,Juliet1978
235,Juliet,1978,10,9,6,19.7,-62.0,tropical storm,0,45,1006,,,1978-10-09,6,Juliet1978
236,Juliet,1978,10,9,12,19.9,-63.0,tropical storm,0,45,1006,,,1978-10-09,7,Juliet1978
237,Juliet,1978,10,9,18,20.3,-64.2,tropical storm,0,45,1006,,,1978-10-09,8,Juliet1978
238,Juliet,1978,10,10,0,20.9,-65.4,tropical storm,0,45,1006,,,1978-10-10,9,Juliet1978
239,Juliet,1978,10,10,6,21.7,-67.0,tropical storm,0,45,1006,,,1978-10-10,10,Juliet1978
240,Juliet,1978,10,10,12,22.8,-68.8,tropical storm,0,45,1006,,,1978-10-10,11,Juliet1978
241,Juliet,1978,10,10,18,24.3,-70.1,tropical storm,0,45,1006,,,1978-10-10,12,Juliet1978
242,Juliet,1978,10,11,0,26.2,-70.9,tropical storm,0,45,1006,,,1978-10-11,13,Juliet1978
243,Juliet,1978,10,11,6,28.3,-71.0,tropical storm,0,40,1006,,,1978-10-11,14,Juliet1978
244,Juliet,1978,10,11,12,30.2,-69.9,tropical storm,0,35,1006,,,1978-10-11,15,Juliet1978
245,Ana,1979,6,19,12,10.0,-45.0,tropical depression,-1,25,1011,,,1979-06-19,0,Ana1979
246,Ana,1979,6,19,18,10.2,-46.0,tropical depression,-1,25,1011,,,1979-06-19,1,Ana1979
247,Ana,1979,6,20,0,10.5,-47.0,tropical depression,-1,25,1010,,,1979-06-20,2,Ana1979
248,Ana,1979,6,20,6,10.9,-48.1,tropical depression,-1,25,1010,,,1979-06-20,3,Ana1979
249,Ana,1979,6,20,12,11.3,-49.2,tropical depression,-1,25,1010,,,1979-06-20,4,Ana1979
250,Ana,1979,6,20,18,11.8,-50.2,tropical depression,-1,25,1009,,,1979-06-20,5,Ana1979
251,Ana,1979,6,21,0,12.3,-51.1,tropical depression,-1,30,1009,,,1979-06-21,6,Ana1979
252,Ana,1979,6,21,6,12.9,-51.9,tropical depression,-1,30,1008,,,1979-06-21,7,Ana1979
253,Ana,1979,6,21,12,13.5,-52.7,tropical depression,-1,30,1008,,,1979-06-21,8,Ana1979
